,name,country,sector,founded,marketcap,revenue,employees,website,ceo
2685,ATRIUM EUROPEAN REAL ESTATE,UK,REAL ESTATE,1997,1636000000,171000000,375,HTTPS://WWW.AERE.COM/,
2686,ATRIUM LJUNGBERG AB,SWEDEN,REAL ESTATE,,2737000000,328000000,329,HTTPS://WWW.AL.SE/,MR MARTIN FOLKE TIVEUS
2687,ATRIUM MORTGAGE INVESTMENT CORPORATION,CANADA,,,,,,,MR ROBERT G GOODALL MBA
2688,ATRYS HEALTH,SPAIN,HEALTH,2015,,31396438,504,HTTPS://WWW.ATRYSHEALTH.COM,MS ISABEL LOZANO FERDEZ
2689,ATS AUTOMATION,CANADA,,1978,2990000000,1678000000,5000,HTTPS://WWW.ATSAUTOMATION.COM/,MR ANDREW P HIDER
2690,ATS ELGI,INDIA,REAL ESTATE,2007,2900000000,628000000,2907,HTTPS://WWW.ATUL.CO.IN/,
2691,ATS SERVICES,INDIA,ANALYTICS KPO,2000,,,,,
2692,ATTACHMENT,UK,ADVERTISING,2015,,7191249,6,HTTPS://WWW.ATTACHMENT.LONDON,
2693,ATTACK,,DETERGENT,,,,,,
2694,ATTENSI,NORWAY,TECHNOLOGY,2009,,3,41,HTTPS://WWW.ATTENSI.COM,
2695,ATTENTIVE CAREERS,NEW YORK,MARKETING ADVERTISING,2016,,,750,ATTENTIVEMOBILE.COM,
2696,ATTESTATION L GALE,FRANCE,SUPPORT SERVICES,2010,,4,55,HTTPS://WWW2.ATTESTATIONLEGALE.FR,
2697,ATTICA GROUP,ATHENS,MARINE TRANSPORTATION,1918,,,,,
2698,ATTIJARIWAFA BANK,MOROCCO,BANKING,1911,,4700000000,20583,,MOHAMED EL KETTANI
2699,ATTIKI ODOS CONSORTIUM,ATHENS,TRANSPORTATION SERVICES,1996,,,,,
2700,ATUL,INDIA,CHEMICALS,1947,2810000000,,,,
2701,ATUL AUTO,INDIA,AUTOMOBILE,1982,,,,,
2702,ATVEXA AB,SWEDEN,,,,,3890,,MR JOHAN KYLLERMAN
2703,ATYR PHARMA,USA,PHARMACEUTICALS BIOTECH,,72520000,,,,
2704,AU,,MOBILE SERVICE PROVIDER,,,,,,
2705,AU OPTRONICS,TAIWAN,TECHNOLOGY HARDWARE EQUIPMENT,1996,6090000000,13270000000,52241,HTTPS://WWW.AUO.COM/ZH-TW,SHUANG LANG PENG
2706,AU SMALL FINANCE BANK,INDIA,BANKS FICIAL SERVICES,1996,5160000000,529000000,17112,HTTPS://WWW.AUBANK.IN/,
2707,AUB GROUP,AUSTRALIA,,,1433000000,226000000,988,HTTPS://WWW.AUBGROUP.COM.AU/,MR MICHAEL PATRICK CHEERE EMMETT B COM C A
2708,AUBAY SA,FRANCE,TECHNOLOGY,2012,,56390000,7306,HTTP://WWW.AUDENSIEL.COM,MR PHILIPPE RABASSE
2709,AUCHAN,CROIX,FOOD RETAILERS WHOLESALERS,1961,,,,,
2710,AUCKLAND AIRPORT,NEW ZEALAND,AIRPORTS INFRASTRUCTURE,1966,8029999999,173000000,509,HTTPS://WWW.AUCKLANDAIRPORT.CO.NZ/,
2711,AUCKLAND REAL ESTATE TRUST,AUSTRALIA,,,,,,,
2712,AUCOFFRE COM,FRANCE,FICIAL SERVICES,2009,,114037838,21,HTTPS://WWW.AUCOFFRE.COM/,
2713,AUCTION TECHNOLOGY GROUP PLC,UNITED KINGDOM,,1971,2657000000,,243,HTTPS://WWW.AUCTIONTECHNOLOGYGROUP.COM/,MR JOHN PAUL SAVANT
2714,AUDACY,USA,MEDIA PRESS,,41350000,1250000000,3586,HTTPS://WWW.AUDENTESTX.COM/,
2715,AUDAX RENOVABLES SA,SPAIN,,,,,708,,MS ANA ISABEL LOPEZ PORTA
2716,AUDEN TECHNO CORP,TAIWAN,,,,,,,
2717,AUDI,GERMANY,AUTOMOBILE,1909,82150000000,212870000,132002,HTTPS://WWW.AUDI.COM,MARKUS DUESMANN
2718,AUDI CAREERS,INGOLSTADT,AUTOMOTIVE,1909,,,5000,WWW.AUDI.COM,
2719,AUDIENCE GROUP AGENCY PTY LTD,AUSTRALIA,ADVERTISING,2016,,9,16,HTTPS://AUDIENCEGROUP.COM.AU/,MR AIDAN WILLIAMS
2720,AUDIENCE SERV,GERMANY,ADVERTISING,2008,,6107018,92,HTTPS://WWW.AUFGESANG.DE,
2721,AUDIENTES A S,DENMARK,,,,,9,,MR STEEN THYGESEN
2722,AUDIOBOOM GROUP PLC,JERSEY,,,,,37,,MR STUART LAST
2723,AUDIOCODES,ISRAEL,SOFTWARE TECH,2011,570000000,76000000,770,HTTPS://WWW.AUDIOCODES.COM/,MR SHABTAI ADLERSBERG
2724,AUDIOHQ LLC,UNITED STATES,,,,,,,
2725,AUDIOSALUS S R L,ITALY,VENDITA AL DETTAGLIO ALL INGROSSO,,,,1569,,
2726,AUDIOVALLEY SA,BELGIUM,,,,,100,,MR ALEXANDRE SABOUNDJIAN
2727,AUDIX CORP,TAIWAN,,,,,,,
2728,AUGARTEN PORCELAIN,VIENNA,DURABLE HOUSEHOLD PRODUCTS,1923,,,,,
2729,AUGEAN PLC,UNITED KINGDOM,,,,,392,,
2730,AUGMEDIX,USA,HEALTHCARE,,60640000,,,,
2731,AUGMENTUM FINTECH PLC,,,,,,,,
2732,AUGROS COSMETIC PACKAGING,FRANCE,,,,,157,,MR DIDIER BOURGINE
2733,AUGURY,UNITED STATES,ARTIFICIAL INTELLIGENCE,2011,,,,,
2734,AUGUST HOME CAREERS,SAN FRANCISCO,CONSUMER ELECTRONICS,2012,,,125,WWW.AUGUST.COM,
2735,AUGUST STORCK,BERLIN,FOOD PRODUCTS,1903,,3091,6050,WWW.STORCK.COM,
2736,AUGUSTA GOLD CORP,CANADA,,,,,7,,MR DONALD RICHARD TAYLOR M SC
2737,AUGUSTA RATIO,ITALY,ENERGY,2012,,117,6,HTTPS://WWW.AUGUSTARATIO.COM,
2738,AUGUSTIN BAU,GERMANY,CONSTRUCTION,1995,430000000,12,72,HTTPS://WWW.AUGUSTINBAU.COM,MR SEBASTIAN ROLL B A BA
2739,AUGUSTUS HEALTHCARE SOLUTIONS,UNITED STATES,HEALTHCARE,1999,,,,,
2740,AUGWIND ENERGY TECH STORAGE LTD,GERMANY,,,,,33,,MR YAKOV KAHLON
2741,AUKRO BG,SOFIA,BROADLINE RETAILERS,2007,,,,,
2742,AUKTION MARKT AG,WIESBADEN,RETAIL,1988,,1443,281,WWW.AUKTION-MARKT.DE,
2743,AUMA,GERMANY,INDUSTRIAL AUTOMATION,1964,,10,5,,
2744,AUNDE GROUP SE,M NCHENGLADBACH,AUTOMOTIVE,1899,,3205,24500,WWW.AUNDE.COM,
2745,AUPLATA MINING GROUP,FRENCH GUIANA,,,,,749,,MR LUC GERARD
2746,AURA BIOSCIENCES,USA,PHARMACEUTICALS BIOTECH,,370000000,,,,
2747,AURA ENERGY,AUSTRALIA,URANIUM ENERGY MINING,,100000000,,3,,MR DANIEL CLIFFORD
2748,AURA INVESTMENTS LTD,ISRAEL,,,,,45,,
2749,AURAINE BOTANICALS,INDIA,BEAUTY PERSONAL CARE,2014,,,,,
2750,AURANGABAD ELECTRICALS,INDIA,AUTO COMPONENTS,1985,,,,,
2751,AURAS TECHNOLOGY CO LTD,TAIWAN,,,,,,,
2752,AURELIUS EQUITY OPPORTUNITIES SE CO KGAA,GERMANY,ASSET MANAGEMENT INVESTMENT,,940000000,2559000000,,HTTPS://AURELIUS-GROUP.COM/,
2753,AURIANT MINING AB,SWEDEN,,,,,578,,MS MARIA CARRASCO
2754,AURIGENE DISCOVERY TECHNOLOGIES,INDIA,PHARMA,2002,,,,,
2755,AURIGO,UNITED STATES USA,IT SERVICES CONSULTING,2003,,,,,
2756,AURINIA PHARMACEUTICALS,CANADA,CANNABIS,2012,1070000000,35000000,294,HTTPS://WWW.AURINIAPHARMA.COM/,MR PETER S GREENLEAF M B A
2757,AURIONPRO SOLUTIONS,INDIA,IT SERVICES CONSULTING,1997,5575000000,2925000,23000,HTTP://WWW.AUROBINDO.COM/,
2758,AURIZON HOLDINGS,AUSTRALIA,URANIUM ENERGY MINING,2004,5162000000,2073000,4883,HTTPS://WWW.AURIZON.COM.AU/,MR ANDREW T HARDING MBA
2759,AUROBINDO PHARMA,INDIA,PHARMA,1986,,,,,
2760,AUROBINDO REALTY INFRASTRUCTURE,INDIA,REAL ESTATE,2016,,,,,
2761,AURORA,USA,AUTONOMOUS DRIVING SOFTWARE TECH,2016,1450000000,,1761,HTTPS://AURORA.TECH/,
2762,AURORA ACQUISITION CORP,UNITED KINGDOM,SHELL COMPANY,2021,1922000000,0,,HTTP://INVESTOR.AUSTERLITZ1.COM/,
2763,AURORA CANNABIS,CANADA,,,1460000000,188000000,1761,HTTPS://WWW.AURORAMJ.COM/,MR MIGUEL MARTIN
2764,AURORA CAPITAL PARTNERS L P,UNITED STATES,INTERNET SOFTWARE SERVICES,2013,,,,,
2765,AURORA ENERGY RESEARCH,UK,ENERGY,2013,,15079425,158,HTTPS://AURORAER.COM/,
2766,AURUBIS,HAMBURG,NONFERROUS METALS,2008,4350000000,20380000000,7148,HTTPS://WWW.AURUBIS.COM/EN,MR ROLAND HARINGS
2767,AURUM OU,ESTONIA,,,,,,,
2768,AUSDIAGNOSTICS,AUSTRALIA,HEALTH,2006,5442000000,35,110,HTTPS://WWW.AUSDIAGNOSTICS.COM/,DR MATTHEW GREENTREE
2769,AUSGROUP LTD,AUSTRALIA,FICIALS,1970,59550000000,48000000,1104,,MR SHANE FRANCIS KIMPTON
2770,AUSILIUM S R L,ITALY,E COMMERCE,,,,4874,,
2771,AUSNUTRIA DAIRY CORP LTD,HONG KONG,,,2115000000,1291000,5097,HTTP://WWW.AUSNUTRIA.COM.HK/,MR BARTLE VAN DER MEER
2772,AUSTAL LIMITED,AUSTRALIA,,1928,1022000000,48000000,4900,HTTPS://WWW.AUSTRALIANETHICAL.COM.AU/,MR PATRICK GREGG
2773,AUSTEVOLL SEAFOOD ASA,NORWAY,,1981,2531000000,2736000,6507,HTTPS://WWW.AUSS.NO/,
2774,AUSTIN GOLD,USA,MINING GOLD MINING,,13930000,,,,
2775,AUSTIN INDUSTRIES INC,UNITED STATES,AUTO COMPONENTS,2003,,,,,
2776,AUSTRALIA AND NEW ZEALAND BANKING GROUP,AUSTRALIA,BANKING,1835,59550000000,953000000,39684,HTTPS://ASM-AU.COM/,MR SHAYNE CARY ELLIOTT B COM B COM
2777,AUSTRALIAN FOUNDATION INVESTMENT COMPANY LIMITED,AUSTRALIA,,,,,,,MR ROBERT MARK FREEMAN AMP INSEAD B E BE GR DIP APPFIN M B A MBA
2778,AUSTRALIAN HOMEMADE,VEENENDAAL,RESTAURANTS BARS,1979,,,,,
2779,AUSTRIA WIRTSCHAFTSSERVICE GESELLSCHAFT,VIENNA,BANKS,1954,,,,,
2780,AUSTRIAN AIRLINES,SCHWECHAT,AIRLINES,1957,,,,,
2781,AUSTRIAN LLOYD SHIP MANAGEMENT,LIMASSOL,MARINE TRANSPORTATION,1991,,,,,
2782,AUTARGO,GERMANY,CONSTRUCTION,2016,1860000000,1807173,5,HTTPS://WWW.AUTARGO.DE/,
2783,AUTEK CHINA,CHINA,,,8436000000,188000000,1926,HTTP://WWW.ORTHOK.CN/,
2784,AUTEL EUROPE GMBH,ITALY,,,,,,,
2785,AUTEL INTELLIGENT TECHNOLOGY CORP LTD,USA,,2004,5501000000,1577000,2316,HTTPS://WWW.AUTELTECH.COM/,
2786,AUTEL KARNETIC,UK,TECHNOLOGY,2016,8396000000,8520830,7,HTTPS://WWW.AUTEL.UK,
2787,AUTH0,ARGENTINA,USED CAR RETAILER INTERNET CAR RETAIL,2013,2100000000,,,HTTPS://AUTH0.COM/,
2788,AUTHBRIDGE RESEARCH SERVICES,INDIA,IT SERVICES CONSULTING,2005,,,,,
2789,AUTISM SPECTRUM THERAPIES ILLINOIS LLC,UNITED STATES,,,,,,,
2790,AUTO BLACKBOX,AUSTRALIA,TECHNOLOGY,2011,,15,12,HTTPS://WWW.AUTOBLACKBOX.COM.AU/,
2791,AUTO IGNITION,INDIA,AUTO COMPONENTS,1971,9920000000,14629000,100000,HTTPS://WWW.AUTOZONE.COM/,WILLIAM C RHODES III
2792,AUTO PARTNER SA,POLAND,,,,,2096,,
2793,AUTO SCHOLZ GMBH CO KG,BAMBERG,RETAIL,1894,,583,1098,WWW.AUTO-SCHOLZ.DE,
2794,AUTO TRADER GROUP,UK,ECOMMERCE,,,509000000,909,,MR NATHAN COE
2795,AUTO ZAGO S R L,ITALY,AUTOMOBILI,,,,4619,,
2796,AUTO1 GROUP SE,GERMANY,,,,4066000000,4325,HTTPS://WWW.AUTO1-GROUP.COM/,
2797,AUTOBACS SEVEN,JAPAN,,,1109000000,1668000000,4385,HTTPS://WWW.AUTOBACS.CO.JP/,MR KIOMI KOBAYASHI
2798,AUTOBIANCHI,MILAN,AUTOMOBILES,1995,,,,,
2799,AUTOCAL SOLUTIONS,INDIA,CLINICAL RESEARCH,2002,,,,,
2800,AUTOCANADA INC,CANADA,,,,,,,
2801,AUTOCOINPAYMENTSO 14613108,HARJU MAAKOND TALLINN LASNAM E LINNAOSA V IKE PAALA TN,OTHER FICIAL SERVICE ACTIVITIES EXCEPT INSURANCE AND PENSION FUNDING N E C,,,,,,
2802,AUTOCOP INDIA,INDIA,SEMICONDUCTORS,1989,,,,,
2803,AUTOCORP HOLDING PUBLIC COMPANY LTD,THAILAND,,,,,,,MR PHANUMAST RUNGKAKULNUWAT
2804,AUTODATA PUBLISHING GROUP LIMITED,UNITED KINGDOM,TECHNOLOGY,1979,,34,65100,HTTPS://WWW.THEAVAGROUP.COM/,MR NICHOLAS IAN PAGENT
2805,AUTODESK,USA,SOFTWARE PRODUCT,1998,44420000000,4386000,11500,HTTPS://WWW.AUTODESK.COM/,ANDREW ANAGNOST
2806,AUTODIS ITALIA SRL,ITALY,RETAIL TRADE,1947,1927000000,2881000,19999,HTTPS://WWW.AUTOGRILL.COM/EN,MR GIANMARIO TONDATO DA RUOS
2807,AUTOGRAPH,UNITED STATES,INTERNET SOFTWARE SERVICES,2021,,,,,
2808,AUTOHAUS ADELBERT MOLL GMBH CO KG,D ELDORF,RETAIL,1932,,718,528,WWW.MOLL.DE,
2809,AUTOHAUS STALLKNECHT,GERMANY,AUTOMOBILES,1997,,2,4,HTTPS://WWW.AUTOHAUS-STALLKNECHT.DE/,
2810,AUTOHOME,CHINA,INTERNET TECH,1995,4510000000,1053000,5793,HTTP://IR.AUTOHOME.COM.CN,MR QUAN LONG
2811,AUTOLIV,SWEDEN,BUSINESS SUPPORT SERVICES,1997,6980000000,8230000,61000,HTTPS://WWW.AUTOLIV.COM/,MR MIKAEL BRATT
2812,AUTOLUS THERAPEUTICS,UK,PHARMACEUTICALS BIOTECH,,340000000,,324,,DR CHRISTIAN MARTIN ITIN PH D
2813,AUTOMAG INDIA PVT LTD PUNE,INDIA,INDUSTRIAL MACHINERY,1985,360000000,,,,
2814,AUTOMATIC BANK SERVICES LTD,ISRAEL,,,,,95,,
2815,AUTOMATIC DATA PROCESSING,USA,BUSINESS SERVICES SUPPLIES,1949,101780000000,15700000000,56000,HTTPS://WWW.ADP.COM/,CARLOS RODRIGUEZ
2816,AUTOMATIC INFOTECH,INDIA,IT SERVICES CONSULTING,2005,380000000,,,,
2817,AUTOMATION ANYWHERE,UNITED STATES,INTERNET,2003,,26690000000,22200,,MR MICHAEL M MANLEY
2818,AUTOMATTIC,UNITED STATES,INTERNET SOFTWARE SERVICES,2005,10020000000,25844000,22200,HTTPS://WWW.AUTONATION.COM,MICHAEL MARK MANLEY
2819,AUTOMETERS ALLIANCE,INDIA,SEMICONDUCTORS,1959,,,,,
2820,AUTOMOBIL VERKAUFS GESELLSCHAFT JOSEPH BRA GMBH CO KG,ASCHAFFENBURG,RETAIL,1937,,600,1104,WWW.BRA -GRUPPE.DE,
2821,AUTOMOBILE DACIA,MIOVENI,AUTOMOBILES,1966,,,,,
2822,AUTOMOBILES GEROSSIER,FRANCE,AUTOMOBILES,1998,,7,9,HTTPS://WWW.AUTO-GEROSSIER.FR/,
2823,AUTOMOTIVE AXLES,INDIA,AUTOMOTIVE SUPPLIERS,1981,380000000,,,,
2824,AUTOMOTIVE MANUFACTURERS,INDIA,AUTOMOBILE,1948,,,,,
2825,AUTOMOTIVE PROPERTIES REAL ESTATE INVESTMENT TRUST,CANADA,,,,,,,MR MILTON DONALD LAMB
2826,AUTOMOTIVE RESEARCH ASSOCIATION OF INDIA,INDIA,AUTO COMPONENTS,1989,,,,,
2827,AUTOMOTIVE ROBOTICS INDIA,UNITED STATES,INDUSTRIAL MACHINERY,2006,,,,,
2828,AUTOMOTIVE TRANSFORMATION GROUP LIMITED,CORBINBUSINESSPARKCARINGLANE BEARSTED MAIDSTONE KENT ENGLAND ME NJ,,,,,,,
2829,AUTONEUM HOLDING AG,SWITZERLAND,,,875000000,1765000,11840,HTTPS://WWW.AUTONEUM.COM/,MR MATTHIAS HOLZAMMER
2830,AUTONOMOUS HEALTHCARE CAREERS,NEW YORK,MEDICAL DEVICE,2013,,,25,WWW.AUTONOMOUSHEALTHCARE.COM,
2831,AUTONOVA MILANO,ITALY,AUTOMOBILES,2015,,2790680,14,,LUIGI MASSA
2832,AUTOPISTAS DEL SOL SA,ARGENTINA,,,,,1122,,
2833,AUTOSALON UHINGEN,GERMANY,AUTOMOBILES,2015,,10540000,11,HTTPS://WWW.AUTOSALON-UHINGEN.DE/,
2834,AUTOSPACENTERO 10531327,,FREIGHT TRANSPORT BY ROAD,,,,,,
2835,AUTOSPAEXPERTO 12829666,MADARA TALLINN CITY HARJU COUNTY,CAR WASHING AND OTHER SERVICES,,,,,,
2836,AUTOSPAO 12159183,,,,,,,,
2837,AUTOSPAO 14962895,HARJU MAAKOND TALLINN KESKLINNA LINNAOSA NAFTA TN,CAR WASHING AND OTHER SERVICES,,,,,,
2838,AUTOSTRADE PER L ITALIA SPA,ITALY,TRANSPORTATION COMMUNICATIONS ELECTRIC GAS AND SANITARY SERVICES,1950,,,,,
2839,AUTOTORINO SPA,ITALY,RETAIL TRADE,1990,,,,,
2840,AUXLY CANNABIS GROUP INC,CANADA,,,,,431,,MR HUGO M ALVES
2841,AV PROGRES,SLOVENIA,RETAIL,2014,,3,2,,
2842,AV PROMOTIONS HOLDINGS LTD,HONG KONG,,,,,178,,MR MAN POR WONG
2843,AVAADA ENERGY,INDIA,POWER,2009,,,,,
2844,AVACEND SOLUTIONS,INDIA,RECRUITMENT,2003,,,,,
2845,AVACTA GROUP,UK,PHARMACEUTICALS BIOTECH DIAGNOSTICS,2015,520000000,125000000,123,HTTPS://AVENTUSGROUP.COM.AU/,DR DAVID ALASTAIR SMITH
2846,AVADEL PHARMACEUTICALS,IRELAND,PHARMACEUTICALS BIOTECH,,420000000,,66,,MR GREGORY J DIVIS JR
2847,AVAG HOLDING SE,AUGSBURG,RETAIL,1915,15249000000,2640,5200,WWW.AVAG.EU,
2848,AVAILITY CAREERS,JACKSONVILLE,INFORMATION TECHNOLOGY SERVICES,2001,,,750,WWW.AVAILITY.COM,
2849,AVALANCHE STUDIOS,STOCKHOLM,SOFTWARE,2003,,,,,
2850,AVALARA,USA,PHARMACEUTICALS BIOTECH,2004,15511000000,698000000,4465,HTTPS://WWW.AVALARA.COM,MR SCOTT M MCFARLANE
2851,AVALARA TECHNOLOGIES,UNITED STATES,IT SERVICES CONSULTING,2004,,2330000000,2839,HTTPS://WWW.AVERMEDIA.COM/,MR BENJAMIN W SCHALL
2852,AVALONBAY COMMUNITIES,VIRGINIA,REALESTATE INVESTMENT,1978,24680000000,2520000000,2839,,BENJAMIN W SCHALL
2853,AVAMORE CAPITAL,UK,FICIAL SERVICES,2015,1250000000,2552248,21,HTTPS://AVAMORECAPITAL.COM/,
2854,AVANADE INTERNATIONAL CORPORATION,UNITED STATES,RECRUITMENT,2007,,,7348,,MR DENNIS VICTOR ARRIOLA
2855,AVANGARD BANK PJSC,RUSSIA,,,1384000000,,,HTTPS://AVGD.UA/,
2856,AVANGRID,USA,MEDICAL DEVICES,1852,16450000000,6974000,7300,HTTPS://WWW.AVANGRID.COM,WESLEY W VON SCHACK
2857,AVANSE FINANCIAL SERVICES,INDIA,FICIAL SERVICES,2012,1030000000,623000000,,HTTPS://WWW.AVANTIFEEDS.COM/,
2858,AVANT,UNITED STATES,ARTIFICIAL INTELLIGENCE,2012,15090000000,7386000,13500,HTTPS://WWW.AVANTORSCIENCES.COM/,MICHAEL STUBBLEFIELD
2859,AVANT CORP,JAPAN,CHEMICALS,,15230000000,,1128,,MR TETSUJI MORIKAWA
2860,AVANTI ENERGY INC,CANADA,,,,,,,MR CHRIS BAKKER
2861,AVANTI GAS LIMITED,UNITED KINGDOM,,,,,,,
2862,AVANTI LEARNING CENTRES,INDIA,EDUCATION TRAINING,2012,,,,,
2863,AVANTIUM N V,NETHERLANDS,,,,,153,,MR TOM B VAN AKEN
2864,AVANTOR INC,UNITED STATES,BASIC MATERIALS,1904,19480000000,,13500,,MR MICHAEL STUBBLEFIELD
2865,AVANZA BANK HOLDING AB,SWEDEN,FICIAL SERVICES,1999,5258000000,408000000,603,HTTPS://WWW.AVANZA.SE/,MR RIKARD JOSEFSON
2866,AVARGA LTD,SINGAPORE,,,,,23,,MR IAN TONG
2867,AVASA HOTELS,INDIA,HOSPITALITY,2012,,,,,
2868,AVASOFT,UNITED STATES USA,SOFTWARE PRODUCT,2009,8600000000,941000000,1803,HTTPS://WWW.AVAST.COM/,
2869,AVASPAINVESTMENTO 11458437,HARJU MAAKOND TALLINN KESKLINNA LINNAOSA KENTMANNI TN A,RENTAL AND OPERATING OF OWN OR LEASED REAL ESTATE,,,,,,
2870,AVE LINE,RIGA,MARINE TRANSPORTATION,2000,810000000,,,,
2871,AVEANNA HEALTHCARE,,HEALTHCARE,,130000000,1710000000,33000,,
2872,AVEBE,VEENDAM,FOOD PRODUCTS,1919,11980000000,,6250,,MR PETER W HERWECK
2873,AVECO HOLDING AG AKA WISAG FACILITY SERVICE HOLDING GMBH,FRANKFURT AM MAIN,PROFE IONAL SERVICES,1965,,2339,49703,WWW.AVECO.DE,
2874,AVENDATA GMBH,GERMANY,IT SERVICES CONSULTING,,,,,,
2875,AVENIR RENOVATIONS,FRANCE,CONSTRUCTION,2013,,3,14,HTTPS://WWW.AVENIR-RENOVATIONS.FR,
2876,AVENSIA AB,SWEDEN,,,,,319,,MR ROBIN GUSTAFSSON
2877,AVENTOM,UNITED KINGDOM,BEAUTY,2011,,2,8,HTTPS://WWW.STYLTOM.CO.UK,
2878,AVENTURINE SA,ATHENS,VIDEO GAME INDUSTRY,2003,,,,,
2879,AVENUE SUPERMARTS,INDIA,RETAILING,2000,41071000000,4000000000,47044,HTTP://WWW.DMARTINDIA.COM/,IGNATIUS NAVIL NORONHA
2880,AVEO ONCOLOGY,USA,PHARMACEUTICALS BIOTECH,1990,520000000,191000000,1934,HTTPS://WWW.AVEPOINT.COM/,MITCHELL R BUTIER
2881,AVER INFORMATION INC,TAIWAN,,,,,,,
2882,AVERBUCH FORMICA CENTER LTD,ISRAEL,,,,,139,,MR SIMCHA AVERBUCH
2883,AVERDUNG INGENIEURE BERATER,GERMANY,ENERGY,1991,,3531440,42,HTTPS://WWW.AVERDUNG.DE,
2884,AVERY DENNISON,UNITED STATES USA,PRINTING PACKAGING,1995,15720000000,8400000000,36000,,MITCHELL R BUTIER
2885,AVEVA GROUP,UK,TECHNOLOGY,1967,17305000000,1396000,6250,HTTPS://WWW.AVEVA.COM/,
2886,AVGOL INDUSTRIES 1953 LTD,ISRAEL,,,,,782,,
2887,AVI,SOUTH AFRICA,FOOD,1908,1636000000,824000000,9351,HTTPS://WWW.AVI.CO.ZA/,MR SIMON LEIGH CRUTCHLEY BBUSSCI UCT
2888,AVI COOP SOC COOP AGRICOLA,ITALY,MANUFACTURING,1980,,,,,
2889,AVI GLOBAL TRUST PLC,,,,,,,,
2890,AVI JAPAN OPPORTUNITY TRUST PLC,,,,,,,,
2891,AVI SOLAR ENERGY,INDIA,POWER,2010,,,,,
2892,AVI TECH ELECTRONICS LTD,SINGAPORE,,,,,134,,MR ENG HONG LIM
2893,AVIA SOLUTIONS GROUP,VILNIUS,TRANSPORTATION SERVICES,2010,,,,,
2894,AVIANCA,REGISTERED OFFICE,COMPUTER SOFTWARE,1919,,,,,
2895,AVIAPARTNER,BRUSSELS,DELIVERY SERVICES,1949,,,,,
2896,AVIAPARTNER HANDLING SPA,ITALY,,,,,,,
2897,AVIAT NETWORKS,USA,NETWORKING HARDWARE TELECOMMUNICATIONS EQUIPMENT,,350000000,,,,
2898,AVIATIONSCOUTS,GERMANY,ECOMMERCE,2002,,3,12,HTTPS://WWW.AVIATIONSCOUTS.COM,
2899,AVIATRIX,UNITED STATES,INTERNET SOFTWARE SERVICES,2014,,,,,
2900,AVIAVILSA,VILNIUS,DELIVERY SERVICES,1999,,,,,
2901,AVIC AIRCRAFT,CHINA,DIVERSIFIED FICIALS,1997,14252000000,5137000000,1598,HTTP://WWW.AVIC.COM,JIANG TAO YAO
2902,AVICHINA INDUSTRY TECHNOLOGY COMPANY,CHINA,,,5338000000,9464000,74,HTTPS://WWW.AVICHINA.COM/,
2903,AVICOPTER,CHINA,,1999,6717000000,3420000,11235,HTTP://WWW.HAFEIGROUP.NET/,
2904,AVID BIOSERVICES,USA,PHARMACEUTICALS BIOTECH,1981,1020000000,119000000,257,HTTPS://AVIDBIO.COM/,
2905,AVIDLY OYJ,FINLAND,,,,,242,,MR ISMO TAPANI NIKKOLA
2906,AVIENT,USA,AIRLINES,1991,3180000000,4620000000,8800,HTTPS://WWW.AVNET.COM,PHILIP R GALLAGHER
2907,AVIENT CORPORATION,USA,MEDICAL DEVICES,2000,5127000000,4818000,8700,HTTP://WWW.POLYONE.COM,
2908,AVIN INTERNATIONAL,MAROUSSI,MARINE TRANSPORTATION,1977,,,,,
2909,AVINEON INDIA,UNITED STATES USA,IT SERVICES CONSULTING,1998,,,16000,,MR JOSEPH A FERRARO
2910,AVINGTRANS PLC,UNITED KINGDOM,,,,,704,,MR STEPHEN MCQUILLAN
2911,AVINO SILVER GOLD MINES,CANADA,MINING SILVER MINING GOLD MINING,,97050000,,,,MR DAVID WOLFIN
2912,AVIO S P A,ITALY,,,,,1000,,DR GIULIO RANZO PH D
2913,AVION EXPRESS,VILNIUS,AIRLINES,2005,,,,,
2914,AVIS BUDGET GROUP,NEW JERSEY,CARRENTAL,1946,9200000000,11790000000,16000,,JOSEPH A FERRARO
2915,AVIS V RIFI S,FRANCE,SUPPORT SERVICES,2012,,4,70,HTTPS://WWW.AVIS-VERIFIES.COM,
2916,AVISTAR CAREERS,SAN MATEO,COMPUTER SOFTWARE,1994,,,125,AVISTAR.COM,
2917,AVIV ARLON LTD,ISRAEL,,,,,,,MR EYAL LEV ARI
2918,AVIVA INSURANCE SERVICES UK LIMITED,UNITED KINGDOM,INSURANCE,1696,,,,,
2919,AVIVA PLC,UNITED KINGDOM,FICIALS,2000,19820000000,,22000,,MR PAUL MCDONALD
2920,AVJENNINGS LIMITED,AUSTRALIA,,2007,2137000000,0,,HTTPS://AVZMINERALS.COM.AU/,MR PHILIP NICHOLAS KEARNS A M B A
2921,AVM 1959 SPA,ITALY,,,,,,,
2922,AVON,,COSMETICS,,,,,,
2923,AVON BEAUTY PRODUCTS,UNITED KINGDOM,BEAUTY PERSONAL CARE,1886,,,,HTTP://MAINT.NEWAVON.COM,
2924,AVON FACILITY MANAGEMENT SERVICES,INDIA,FACILITY MANAGEMENT SERVICES,2007,,,,,
2925,AVON PROTECTION,UK,DEFENSE CONTRACTORS MANUFACTURING,,390000000,,,,
